Name,Address,Latitude,Longitude,Income,Density,Trafic
MONOPRIX,"187 Boulevard Jean Jaurès, Boulogne-Billancourt",48.83436289999999,2.243382,31.49,20.87458912768648,17.725589127686476
MONOPRIX,"25 Avenue de l'Europe, Sèvres",48.8223353,2.2086149,31.49,20.87458912768648,17.725589127686476
MONOPRIX,"5 Rue Tony Garnier, Boulogne-Billancourt",48.8368797,2.2385294,31.49,20.87458912768648,17.725589127686476
Monoprix,"41 Rue de la République, Meudon",48.8074521,2.2366983,31.49,20.87458912768648,17.725589127686476
Monoprix,"1383 Avenue Roger Salengro, Chaville",48.80954440000001,2.1899978,31.49,20.87458912768648,17.725589127686476
MONOPRIX,"27 Rue Paul Vaillant Couturier, Clamart",48.802375,2.2637301,21.82,27.2625,25.0805
Neukirch Emmanuelle,"4 Place de l'Église, Châtillon",48.8001383,2.2907254,21.82,27.2625,25.0805
Electricité AJR,Boulogne-Billancourt,48.8316977,2.232831,31.49,20.87458912768648,17.725589127686476
HEMA,"98 Boulevard Jean Jaurès, Boulogne-Billancourt",48.83834090000001,2.240704,31.49,20.87458912768648,17.725589127686476
MONOP'DAILY,"1 Place de la Porte de Versailles, Paris",48.8326788,2.2866441,21.82,27.2625,25.0805
MONOPRIX,"6-12 Avenue Pierre Brossolette, Malakoff",48.821746,2.3129842,19.59,23.92304964539007,21.96404964539007
Monoprix,"42 Rue Daviel, Paris",48.8283643,2.3441528,23.89,22.84533648170012,20.45633648170012
Monoprix,"86-88 Avenue de la République, Montrouge",48.8157186,2.3177303,19.59,23.92304964539007,21.96404964539007
MONOPRIX,"117-119 Rue Raymond Losserand, Paris",48.83251070000001,2.3156439,19.59,23.92304964539007,21.96404964539007
Monoprix,"76 Rue Lecourbe, Paris",48.84370939999999,2.3054493,33.96,12.053789731051344,8.657789731051345
Monoprix,"105 Rue de la Convention, Paris",48.84135029999999,2.287743499999999,21.82,27.2625,25.0805
JHome By Joker,"15 Avenue Jean Moulin, Paris",48.82682670000001,2.3247946,19.59,23.92304964539007,21.96404964539007
HEMA,"Place De La Vache Noire, RN 20, Arcueil",48.8095864,2.3264407,19.59,23.92304964539007,21.96404964539007
Monoprix,"ZAC Des Portes D'Arcueil, Rue d'Arcueil, Arcueil",48.8112587,2.3291299,19.59,23.92304964539007,21.96404964539007
MONOPRIX,"Rue d'Alésia 129, Paris",48.8293493,2.3221566,19.59,23.92304964539007,21.96404964539007
MONOPRIX,"31 Rue du Départ, Paris",48.8415671,2.3224654,30.06,18.81488372093024,15.808883720930236
Ryohin Keikaku France,"32 Avenue du Général Leclerc, Paris",48.83172679999999,2.3299118,19.59,23.92304964539007,21.96404964539007
Muji,"32 Avenue du Général Leclerc, Paris",48.8317385,2.3299036,19.59,23.92304964539007,21.96404964539007
Fnac,"17 Boulevard de Vaugirard, Paris",48.84077500000001,2.3209177,30.06,18.81488372093024,15.808883720930236
MONOPRIX,"8 Avenue du Général Leclerc, Paris",48.8332425,2.3311686,19.59,23.92304964539007,21.96404964539007
Adopt Parfums,"Centre Commercial La Vache Noire, Arcueil",48.81134300000001,2.3291006,19.59,23.92304964539007,21.96404964539007
Trishna Decoration,"159 Rue Raymond Losserand, Paris",48.83078390000001,2.3121394,19.59,23.92304964539007,21.96404964539007
MONOPRIX,"92 Rue d'Alésia, Paris",48.82910829999999,2.3237153,19.59,23.92304964539007,21.96404964539007
Hema,"70 Avenue du Général Leclerc, Paris",48.8294816,2.327952,19.59,23.92304964539007,21.96404964539007
MONOPRIX,"52-54 Avenue du Général Leclerc, Paris",48.83039520000001,2.3286841,19.59,23.92304964539007,21.96404964539007
Monoprix,"340 Rue de Vaugirard, Paris",48.83675340000001,2.2948478,21.82,27.2625,25.0805
Weisbuch Joelle,"24 Rue Gassendi, Paris",48.8352827,2.3269788,19.59,23.92304964539007,21.96404964539007
Hema,"1 Rue du Commandant René Mouchotte, Paris",48.8393679,2.3213787,19.59,23.92304964539007,21.96404964539007
MINISO Gare Montparnasse,"17 Boulevard de Vaugirard, Paris",48.8414794,2.3191836,30.06,18.81488372093024,15.808883720930236
MONOPRIX,"13 Rue Auguste Perret, Paris",48.8242389,2.3589253,17.09,25.036783216783217,23.327783216783217
FNAC Paris - Bercy Village,"Centre Commercial Bercy Village, 49/53 Cour Saint-Emilion, Paris",48.8335976,2.3869811,19.02,22.14341692789969,20.24141692789969
Printemps Femme THE KOOPLES,"30 Avenue d'Italie, Paris",48.8292678,2.3552186,17.09,25.036783216783217,23.327783216783217
MONOPRIX,"54 Boulevard de l'Hôpital, Paris",48.8385857,2.3603638,23.89,22.84533648170012,20.45633648170012
Hema,"30 Avenue d'Italie, Paris",48.8292678,2.3552186,17.09,25.036783216783217,23.327783216783217
Monoprix,"125 Boulevard Vincent Auriol, Paris",48.8333484,2.3647793,17.09,25.036783216783217,23.327783216783217
MONOPRIX,"104 Avenue de France, Paris",48.83001369999999,2.3776408,17.09,25.036783216783217,23.327783216783217
MONOPRIX,"19 Rue Marguerite Duras, Vitry-sur-Seine",48.80440300000001,2.406411499999999,19.02,22.14341692789969,20.24141692789969
URBAN GALLERY,"163 Boulevard du Montparnasse, Paris",48.8403917,2.3352438,30.06,18.81488372093024,15.808883720930236
Miniso,"30 Avenue d'Italie, Paris",48.8292678,2.3552186,17.09,25.036783216783217,23.327783216783217
Les Nounours Des Gobelins,"25 Avenue des Gobelins, Paris",48.8366824,2.3522655,23.89,22.84533648170012,20.45633648170012
MONOPRIX,"153 bis, 153bis Rue Paul Vaillant Couturier, Alfortville",48.806853,2.4185131,19.02,22.14341692789969,20.24141692789969
MONOPRIX,"215 Rue de Charenton, Paris",48.8384397,2.3899977,19.02,22.14341692789969,20.24141692789969
MONOPRIX,"114 Rue de Picpus, Paris",48.83775139999999,2.401201,19.02,22.14341692789969,20.24141692789969
MONOPRIX,"75 Rue de Paris, Charenton-le-Pont",48.8210461,2.413784600000001,19.02,22.14341692789969,20.24141692789969
Blukids,"149 Rue du Maréchal Leclerc, Saint-Denise",48.8154159,2.4611432,19.02,22.14341692789969,20.24141692789969
MONOPRIX,"110 Boulevard de Créteil, Saint-Maur-des-Fossés",48.7973535,2.4856575,19.02,22.14341692789969,20.24141692789969
MONOPRIX,"Rue de Paris, Joinville-le-Pont",48.81842,2.4657779,19.02,22.14341692789969,20.24141692789969
MONOPRIX,"5 Rue Albert Thomas, Champigny-sur-Marne",48.81188820000001,2.5102829,19.02,22.14341692789969,20.24141692789969
MONOPRIX,"170 Grande Rue Charles de Gaulle, Nogent-sur-Marne",48.8380878,2.491467499999999,19.02,22.14341692789969,20.24141692789969
MONOPRIX,"117 Avenue du Général de Gaulle, Le Perreux-sur-Marne",48.8414079,2.5052326,19.02,22.14341692789969,20.24141692789969
MONOPRIX,"5 Avenue du Maréchal Foch, Saint-Cloud",48.8468258,2.2137125,31.49,20.87458912768648,17.725589127686476
MONOPRIX,"72-80 Avenue Charles de Gaulle, Neuilly-sur-Seine",48.881736,2.271228,31.49,20.87458912768648,17.725589127686476
Monoprix,"18 Rue de Passy, Paris",48.85829649999999,2.2821037,31.49,20.87458912768648,17.725589127686476
MONOPRIX,"60-64 Rue d'Auteuil, Paris",48.8480733,2.2615829,31.49,20.87458912768648,17.725589127686476
Fnac,"26/30 Avenue des Ternes, Paris",48.8788722,2.2946759,23.73,29.58818342151676,27.215183421516755
Fnac,"Galerie du Claridge, 74 Avenue des Champs-Élysées, Paris",48.87153280000001,2.305104000000001,30.89,9.334536082474228,6.245536082474228
MONOPRIX,"24 Rue du Commerce, Paris",48.848888,2.2975889,21.82,27.2625,25.0805
MONOPRIX,"2 Place de la Défense, Puteaux",48.8926262,2.2393919,31.49,20.87458912768648,17.725589127686476
MONOPRIX,"19 Rue Linois, Paris",48.8481482,2.2839813,21.82,27.2625,25.0805
MONOPRIX,"24 Rue des Belles Feuilles, Paris",48.8668736,2.282173,31.49,20.87458912768648,17.725589127686476
MONOPRIX,"8-14 Rue des Huissiers, Neuilly-sur-Seine",48.88413810000001,2.2659148,31.49,20.87458912768648,17.725589127686476
Monoprix,"10 12 Rue de l'Abreuvoir, Courbevoie",48.8915327,2.2547618,31.49,20.87458912768648,17.725589127686476
Monoprix,"109 Avenue Mozart, Paris",48.85094609999999,2.2675915,31.49,20.87458912768648,17.725589127686476
Monoprix,"53 Rue de Passy, Paris",48.857113,2.279911900000001,31.49,20.87458912768648,17.725589127686476
Fnac,"5 Rue Linois, Paris",48.8481695,2.2825521,21.82,27.2625,25.0805
MONOPRIX,"6 Rue des Bourets, Suresnes",48.8683916,2.2274717,31.49,20.87458912768648,17.725589127686476
Rox in the city,"26 Rue Boissière, Paris",48.8664577,2.2912644,31.49,20.87458912768648,17.725589127686476
Diffusion 89,"133 Avenue de Suffren, Paris",48.84787739999999,2.3068293,33.96,12.053789731051344,8.657789731051345
MONOPRIX,"25 Avenue des Ternes, Paris",48.87813449999999,2.2954077,23.73,29.58818342151676,27.215183421516755
MONOPRIX,"19 Rue Collin, Puteaux",48.8812554,2.2388862,31.49,20.87458912768648,17.725589127686476
Monoprix,"52 Avenue des Champs-Élysées, Paris",48.87073890000001,2.3061659,30.89,9.334536082474228,6.245536082474228
Fnac,"2 Place de la Défense CNIT, Puteaux",48.8921769,2.2399296,31.49,20.87458912768648,17.725589127686476
Galeries Lafayette,"7 Rue Linois, Paris",48.8489837,2.2829667,21.82,27.2625,25.0805
MONOPRIX,"107 Rue La Boétie, Paris",48.8710051,2.3069745,30.89,9.334536082474228,6.245536082474228
MONOPRIX,"4-6 avenue Du Maréchal Joffre, Garches",48.839004,2.186698,31.49,20.87458912768648,17.725589127686476
Hema,"Salle d'échanges, Passage vers CNIT, La Défense",48.8927042,2.2394592,31.49,20.87458912768648,17.725589127686476
Monoprix,"49 Rue d'Auteuil, Paris",48.84779280000001,2.2647238,31.49,20.87458912768648,17.725589127686476
Descamps Julien Pierre Michel,"3 Rue François Ponsard, Paris",48.858691,2.2742359,31.49,20.87458912768648,17.725589127686476
Galeries Lafayette Beaugrenelle,"7 Rue Linois, Paris",48.8491274,2.2824432,31.49,20.87458912768648,17.725589127686476
HEMA,"40 Rue Linois, Paris",48.84737,2.2841739,21.82,27.2625,25.0805
Grenier et Confetti,"165 Rue de la Pompe, Paris",48.8699672,2.2825062,31.49,20.87458912768648,17.725589127686476
FNAC La Défense - Gare RER,"Salle échange RER La Défense, Puteaux",48.8909684,2.2400358,31.49,20.87458912768648,17.725589127686476
MINISO La Défense Les 4 Temps,"15 Parvis de la Défense, Puteaux",48.8907671,2.2373627,31.49,20.87458912768648,17.725589127686476
MINISO La Défense,"Galerie commerciale de la gare RER La Défense, Parvis de l'arche, Puteaux",48.89146230000001,2.238969,31.49,20.87458912768648,17.725589127686476
Galeries Lafayette Champs-Élysées,"60 Avenue des Champs-Élysées, Paris",48.8706269,2.3062247,30.89,9.334536082474228,6.245536082474228
Le Bon Marché,"24 Rue de Sèvres, Paris",48.851204,2.324485,30.06,18.81488372093024,15.808883720930236
Monoprix,"23 Avenue de l'Opéra, Paris",48.8665725,2.333697,24.03,8.824590163934426,6.421590163934425
Fnac,"136 Rue de Rennes, Paris",48.84583440000001,2.3254321,30.06,18.81488372093024,15.808883720930236
Fnac,"Passage du Havre, 109 Rue Saint-Lazare, Paris",48.8753518,2.3270433,23.64,51.51186440677967,49.14786440677968
Monoprix,"Boulevard de Sébastopol, Paris",48.8657832,2.352023899999999,22.86,28.761538461538468,26.475538461538463
Monoprix,"Rue du Bac, Paris",48.85655449999999,2.3272297,24.03,8.824590163934426,6.421590163934425
MONOPRIX,"24 Boulevard Saint-Michel, Paris",48.85090109999999,2.3425198,23.03,18.32875,16.02575
Monoprix,"71 Rue Saint-Antoine, Paris",48.8542725,2.3632913,22.86,28.761538461538468,26.475538461538463
MONOPRIX,"52 Rue de Rennes, Paris",48.8534424,2.332489499999999,30.06,18.81488372093024,15.808883720930236
Monoprix,"14 Rue Sainte-Apolline, Paris",48.86922000000001,2.3534798,22.86,28.761538461538468,26.475538461538463
MUJI Forum des halles,"1 Porte, Pont Neuf, Paris",48.8617618,2.3454723,21.93,21.491919191919195,19.2989191919192
HEMA,"1 Cour de Rome, Paris",48.87588739999999,2.324033399999999,24.03,8.824590163934426,6.421590163934425
MONOPRIX,"164 Rue du Temple, Paris",48.8661659,2.3614627,22.86,28.761538461538468,26.475538461538463
Monoprix,"47 Rue Joubert, Paris",48.8746501,2.3288409,23.64,51.51186440677967,49.14786440677968
Le Grand Comptoir,"116 Rue du Bac, Paris",48.852745,2.3231682,30.06,18.81488372093024,15.808883720930236
MONOPRIX,"52 Rue Pierre Fontaine, Paris",48.88356580000001,2.3327467,23.64,51.51186440677967,49.14786440677968
MONOPRIX,"20 Rue Gabriel Péri, Levallois-Perret",48.89047809999999,2.2893249,23.73,29.58818342151676,27.215183421516755
MONOPRIX MARGARET,"91 Rue du Faubourg Saint-Denis, Paris",48.8741339,2.3549771,18.22,29.021868512110725,27.19986851211073
Monoprix,"26 Rue d'Astorg, Paris",48.8743198,2.3198741,30.89,9.334536082474228,6.245536082474228
Samaritaine,"9 Rue de la Monnaie, Paris",48.8594088,2.3424653,21.93,21.491919191919195,19.2989191919192
LAFAYETTE PARTNERS,"48 Boulevard Haussmann, Paris",48.87356429999999,2.329789599999999,24.03,8.824590163934426,6.421590163934425
HEMA,"101 Porte Berger, Paris",48.8614393,2.345623,21.93,21.491919191919195,19.2989191919192
Hema,"45 Rue de la Chaussée d'Antin, Paris",48.8753626,2.3320672,23.64,51.51186440677967,49.14786440677968
FNAC Paris - Forum des Halles,"Galerie commerciale Westfield Portes Berger, 1-7 Rue Pierre Lescot, Paris",48.861304,2.347350100000001,23.03,18.32875,16.02575
MONOPRIX,"45 Rue Godefroy Cavaignac, Paris",48.856802,2.379562,18.64,39.5433242506812,37.679324250681205
Monoprix,"70-72 Rue du Faubourg du Temple, Paris",48.8700406,2.372243000000001,18.64,39.5433242506812,37.679324250681205
MONOPRIX,"5 Rue Letort, Paris",48.89388599999999,2.342027,16.9,31.93194675540765,30.24194675540765
Monoprix Belleville,"133 Rue de Belleville, Paris",48.8748775,2.3886971,15.2,27.12164948453608,25.60164948453608
Printemps Nation,"21-25 Cours de Vincennes, Paris",48.8483254,2.401376899999999,19.02,22.14341692789969,20.24141692789969
MONOPRIX,"2 Avenue Foch, Saint-Mandé",48.84562750000001,2.417898399999999,19.02,22.14341692789969,20.24141692789969
Monoprix,"99 Rue du Faubourg Saint-Antoine, Paris",48.8515023,2.3759813,18.64,39.5433242506812,37.679324250681205
MONOPRIX,"Avenue Jean Jaurès 118, Paris",48.88586799999999,2.3835,15.2,27.12164948453608,25.60164948453608
Belle Paris,"136 Rue du Temple, Paris",48.86368419999999,2.3586162,22.86,28.761538461538468,26.475538461538463
Hema,"1 Rue de Rivoli, Paris",48.8567328,2.3552829,23.03,18.32875,16.02575
Monoprix,"Centre Commercial Forum Des Halles, Paris",48.8621492,2.3469813,21.93,21.491919191919195,19.2989191919192
Orensanz Angel,"9 Rue de Thorigny, Paris",48.859936,2.363017,22.86,28.761538461538468,26.475538461538463
HEMA,"86 Rue du Faubourg Saint-Antoine, Paris",48.8512951,2.3752347,18.64,39.5433242506812,37.679324250681205
FNAC Paris - Gare de Lyon,"Gare De Lyon - Salle Des Fresques, 1 Place Louis Armand, Paris",48.84466219999999,2.374888099999999,18.64,39.5433242506812,37.679324250681205
Centre Commercial Daumesnil,"131 Avenue Daumesnil, Paris",48.8443422,2.3821168,18.64,39.5433242506812,37.679324250681205
HEMA,"2 Boulevard Haussmann, Paris",48.87225429999999,2.3399448,21.93,21.491919191919195,19.2989191919192
MONOPRIX,"96 Rue Dalayrac, Fontenay-sous-Bois",48.8493228,2.458831200000001,19.02,22.14341692789969,20.24141692789969
MONOPRIX,"27 Rue de l'Église, Vincennes",48.8476165,2.4353335,19.02,22.14341692789969,20.24141692789969
Monoprix,"20 Boulevard de Charonne, Paris",48.8495038,2.3998628,19.02,22.14341692789969,20.24141692789969
ZAPA Printemps Paris Nation,"21/25 Cours de Vincennes, Paris",48.8485251,2.401538,19.02,22.14341692789969,20.24141692789969
MONOPRIX,"45 Rue de Reuilly, Paris",48.8462079,2.3884451,18.64,39.5433242506812,37.679324250681205
V I E Ets Rannou Bourgeois,"1 Rue de la Noue, Bagnolet",48.8642356,2.4282336,15.92,32.28160535117057,30.68960535117057
MONOPRIX,"9 Rue Louise Thuliez, Paris",48.8776745,2.3948288,15.92,32.28160535117057,30.68960535117057
HEMA,"ZAC Coeur de Ville-Mairie de Montreuil, Montreuil",48.86138620000001,2.4416648,15.92,32.28160535117057,30.68960535117057
Monoprix,"117 Avenue de Flandre, Paris",48.8914719,2.3771903,15.2,27.12164948453608,25.60164948453608
MONOPRIX,"133 Avenue Gambetta, Paris",48.8688513,2.4018772,15.92,32.28160535117057,30.68960535117057
FNAC Paris - Gare de l'Est,"rue du 8 mai 1945 place du 11 novembre 1918 Gare de L'Est Place du, Paris",48.876661,2.3589167,18.22,29.021868512110725,27.19986851211073
MONOP'DAILY,"Quai transversal, Place du 11 novembre, Paris",48.87695069999999,2.3592957,18.22,29.021868512110725,27.19986851211073
MONOPRIX,"26 Avenue Paul Vaillant Couturier, Romainville",48.8851479,2.4337387,15.92,32.28160535117057,30.68960535117057
Monoprix,"19 Avenue de la Résistance, Montreuil",48.8593441,2.4363454,15.92,32.28160535117057,30.68960535117057
Monoprix Vignerons Vincennes,"60-62 Avenue de Paris, Vincennes",48.8453909,2.4312753,19.02,22.14341692789969,20.24141692789969
MONOPRIX,"20 Rue Delteral, Le Pré-Saint-Gervais",48.8849574,2.3997015,15.2,27.12164948453608,25.60164948453608
Aux Trésors Des Rigollots,"107ter Rue Dalayrac, Fontenay-sous-Bois",48.849133,2.4587103,19.02,22.14341692789969,20.24141692789969
Tiflo,"192 Rue de Fontenay, Vincennes",48.8486292,2.4332242,19.02,22.14341692789969,20.24141692789969
Hi Fi Câble et Cie,"77 Avenue de la République, Paris",48.8643657,2.3801701,18.64,39.5433242506812,37.679324250681205
MeilleurVendeur.com,"28 Rue du Chemin Vert, Paris",48.858268,2.372584999999999,18.64,39.5433242506812,37.679324250681205
Ricard Alexis,"20 Passage de la Main d'Or, Paris",48.8529091,2.3785579,18.64,39.5433242506812,37.679324250681205
Sarl Teen Kowsaladevi,"3 Avenue Gambetta, Paris",48.8634132,2.388928099999999,15.92,32.28160535117057,30.68960535117057
Cocosun,"181 Rue de Paris, Montreuil",48.8553958,2.4219146,15.92,32.28160535117057,30.68960535117057
Fnac,"Centre Commercial Westfield Rosny, 2 Avenue du Général de Gaulle, Rosny-sous-Bois",48.8817614,2.4790189,15.92,32.28160535117057,30.68960535117057
HEMA,"HEMA, Centre Commercial Rosny-2, Rosny-sous-Bois",48.8832359,2.47738,15.92,32.28160535117057,30.68960535117057
Galeries Lafayette Rosny,"2 Avenue du Général de Gaulle, Rosny-sous-Bois",48.881702,2.4792787,15.92,32.28160535117057,30.68960535117057
ELECTRO DEPOT PARIS - ROSNY SOUS BOIS,"5 Rue Joseph et Etienne Montgolfier, Rosny-sous-Bois",48.8844846,2.489081399999999,15.92,32.28160535117057,30.68960535117057
Bizzz,"148 Boulevard Chanzy, Montreuil",48.85898659999999,2.4268842,15.92,32.28160535117057,30.68960535117057
Factory France,"Allée Maxime Gorki, Fontenay-sous-Bois",48.8497129,2.4782382,19.02,22.14341692789969,20.24141692789969
ELECTRO DEPOT PARIS - BAGNOLET,"26 Avenue du Général de Gaulle, Bagnolet",48.86584670000001,2.4153996,15.92,32.28160535117057,30.68960535117057
SML Services,"35 Rue Pantin, Bagnolet",48.87720259999999,2.422935899999999,15.92,32.28160535117057,30.68960535117057
Berrebi Stève-Jacques,"249 Rue des Pyrénées, Paris",48.865802,2.397469699999999,15.92,32.28160535117057,30.68960535117057
ZAPA Galeries Lafayette Rosny 2,"Centre Commercial Rosny, 2 59 Avenue du Général de Gaulle, Rosny-sous-Bois",48.883567,2.4776141,15.92,32.28160535117057,30.68960535117057
Bha Diffusion Farid,"137 Rue de Brément, Noisy-le-Sec",48.88823259999999,2.461922899999999,15.92,32.28160535117057,30.68960535117057
Bazar d'Arian,"136 Rue de Ménilmontant, Paris",48.87007200000001,2.396649800000001,15.92,32.28160535117057,30.68960535117057
Allo Mondial,"268 Rue des Pyrénées, Paris",48.8698604,2.3948332,15.92,32.28160535117057,30.68960535117057
Galeries Lafayette Outlet Romainville,"60 avenue Gaston Roussel Paddock Paris, Romainville",48.8923809,2.4278022,15.92,32.28160535117057,30.68960535117057
FNAC Noisy-le-Grand,"270 Boulevard du Mont d'Est, Noisy-le-Grand",48.84015520000001,2.5490673,19.02,22.14341692789969,20.24141692789969
Design Clop,"Centre Cial Arcades 234, Noisy-le-Grand",48.8397689,2.5438457,19.02,22.14341692789969,20.24141692789969
MONOPRIX GAGNY,"14-16, Rue Henri Maillard, Gagny",48.88501659999999,2.532790299999999,15.92,32.28160535117057,30.68960535117057
Fnac,"Clos du Centre commercial Arcades, 270 Boulevard du Mont d'Est, Noisy-le-Grand",48.8405192,2.548675,19.02,22.14341692789969,20.24141692789969
TNS 2,"26 Avenue Jean Jaurès, Gagny",48.88347340000001,2.5287235,15.92,32.28160535117057,30.68960535117057
MONOPRIX,"4-6 Avenue de la Résistance, Le Raincy",48.8909609,2.5124286,15.92,32.28160535117057,30.68960535117057
